x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-84.0,-290.9845356715714,0.0,zone_1,,,,
-56.0,-290.9845356715714,0.0,zone_1,,,,
-28.0,-290.9845356715714,0.0,zone_1,,,,
0.0,-290.9845356715714,0.0,zone_1,,,,
28.0,-290.9845356715714,0.0,zone_1,,,,
56.0,-290.9845356715714,0.0,zone_1,,,,
84.0,-290.9845356715714,0.0,zone_1,,,,
112.0,-290.9845356715714,0.0,zone_1,,,,
140.0,-290.9845356715714,0.0,zone_1,,,,
168.0,-290.9845356715714,0.0,zone_1,,,,
196.0,-290.9845356715714,0.0,zone_1,,,,
224.0,-290.9845356715714,0.0,zone_1,,,,
252.0,-290.9845356715714,0.0,zone_1,,,,
-266.0,-266.7358243656071,0.0,zone_1,,,,
-238.0,-266.7358243656071,0.0,zone_1,,,,
-210.0,-266.7358243656071,0.0,zone_1,,,,
-182.0,-266.7358243656071,0.0,zone_1,,,,
-154.0,-266.7358243656071,0.0,zone_1,,,,
-126.0,-266.7358243656071,0.0,zone_1,,,,
-98.0,-266.7358243656071,0.0,zone_2,,,,
-70.0,-266.7358243656071,0.0,zone_2,,,,
-42.0,-266.7358243656071,0.0,zone_2,,,,
-14.0,-266.7358243656071,0.0,zone_2,,,,
14.0,-266.7358243656071,0.0,zone_2,,,,
42.0,-266.7358243656071,0.0,zone_2,,,,
70.0,-266.7358243656071,0.0,zone_2,,,,
98.0,-266.7358243656071,0.0,zone_2,,,,
126.0,-266.7358243656071,0.0,zone_1,,,,
154.0,-266.7358243656071,0.0,zone_1,,,,
182.0,-266.7358243656071,0.0,zone_1,,,,
210.0,-266.7358243656071,0.0,zone_1,,,,
238.0,-266.7358243656071,0.0,zone_1,,,,
266.0,-266.7358243656071,0.0,zone_1,,,,
-280.0,-242.4871130596428,0.0,zone_1,,,,
-252.0,-242.4871130596428,0.0,zone_1,,,,
-224.0,-242.4871130596428,0.0,zone_1,,,,
-196.0,-242.4871130596428,0.0,zone_1,,,,
-168.0,-242.4871130596428,0.0,zone_1,,,,
-140.0,-242.4871130596428,0.0,zone_2,,,,
-112.0,-242.4871130596428,0.0,zone_2,,,,
-84.0,-242.4871130596428,0.0,zone_2,,,,
-56.0,-242.4871130596428,0.0,zone_2,,,,
-28.0,-242.4871130596428,0.0,zone_2,,,,
0.0,-242.4871130596428,0.0,zone_2,,,,
28.0,-242.4871130596428,0.0,zone_2,,,,
56.0,-242.4871130596428,0.0,zone_2,,,,
84.0,-242.4871130596428,0.0,zone_2,,,,
112.0,-242.4871130596428,0.0,zone_2,,,,
140.0,-242.4871130596428,0.0,zone_2,,,,
168.0,-242.4871130596428,0.0,zone_1,,,,
196.0,-242.4871130596428,0.0,zone_1,,,,
224.0,-242.4871130596428,0.0,zone_1,,,,
252.0,-242.4871130596428,0.0,zone_1,,,,
280.0,-242.4871130596428,0.0,zone_1,,,,
-322.0,-218.23840175367854,0.0,zone_1,,,,
-294.0,-218.23840175367854,0.0,zone_1,,,,
-266.0,-218.23840175367854,0.0,zone_1,,,,
-238.0,-218.23840175367854,0.0,zone_1,,,,
-210.0,-218.23840175367854,0.0,zone_1,,,,
-182.0,-218.23840175367854,0.0,zone_2,,,,
-154.0,-218.23840175367854,0.0,zone_2,,,,
-126.0,-218.23840175367854,0.0,zone_2,,,,
-98.0,-218.23840175367854,0.0,zone_2,,,,
-70.0,-218.23840175367854,0.0,zone_2,,,,
-42.0,-218.23840175367854,0.0,zone_2,,,,
-14.0,-218.23840175367854,0.0,zone_2,,,,
14.0,-218.23840175367854,0.0,zone_2,,,,
42.0,-218.23840175367854,0.0,zone_2,,,,
70.0,-218.23840175367854,0.0,zone_2,,,,
98.0,-218.23840175367854,0.0,zone_2,,,,
126.0,-218.23840175367854,0.0,zone_2,,,,
154.0,-218.23840175367854,0.0,zone_2,,,,
182.0,-218.23840175367854,0.0,zone_2,,,,
210.0,-218.23840175367854,0.0,zone_1,,,,
238.0,-218.23840175367854,0.0,zone_1,,,,
266.0,-218.23840175367854,0.0,zone_1,,,,
294.0,-218.23840175367854,0.0,zone_1,,,,
322.0,-218.23840175367854,0.0,zone_1,,,,
-336.0,-193.98969044771425,0.0,zone_1,,,,
-308.0,-193.98969044771425,0.0,zone_1,,,,
-280.0,-193.98969044771425,0.0,zone_1,,,,
-252.0,-193.98969044771425,0.0,zone_1,,,,
-224.0,-193.98969044771425,0.0,zone_1,,,,
-196.0,-193.98969044771425,0.0,zone_2,,,,
-168.0,-193.98969044771425,0.0,zone_2,,,,
-140.0,-193.98969044771425,0.0,zone_2,,,,
-112.0,-193.98969044771425,0.0,zone_2,,,,
-84.0,-193.98969044771425,0.0,zone_2,,,,
-56.0,-193.98969044771425,0.0,zone_2,,,,
-28.0,-193.98969044771425,0.0,zone_2,,,,
0.0,-193.98969044771425,0.0,zone_2,,,,
28.0,-193.98969044771425,0.0,zone_2,,,,
56.0,-193.98969044771425,0.0,zone_2,,,,
84.0,-193.98969044771425,0.0,zone_2,,,,
112.0,-193.98969044771425,0.0,zone_2,,,,
140.0,-193.98969044771425,0.0,zone_2,,,,
168.0,-193.98969044771425,0.0,zone_2,,,,
196.0,-193.98969044771425,0.0,zone_2,,,,
224.0,-193.98969044771425,0.0,zone_1,,,,
252.0,-193.98969044771425,0.0,zone_1,,,,
280.0,-193.98969044771425,0.0,zone_1,,,,
308.0,-193.98969044771425,0.0,zone_1,,,,
336.0,-193.98969044771425,0.0,zone_1,,,,
-350.0,-169.74097914174996,0.0,zone_1,,,,
-322.0,-169.74097914174996,0.0,zone_1,,,,
-294.0,-169.74097914174996,0.0,zone_1,,,,
-266.0,-169.74097914174996,0.0,zone_1,,,,
-238.0,-169.74097914174996,0.0,zone_1,,,,
-210.0,-169.74097914174996,0.0,zone_2,,,,
-182.0,-169.74097914174996,0.0,zone_2,,,,
-154.0,-169.74097914174996,0.0,zone_2,,,,
-126.0,-169.74097914174996,0.0,zone_2,,,,
-98.0,-169.74097914174996,0.0,zone_2,,,,
-70.0,-169.74097914174996,0.0,zone_2,,,,
-42.0,-169.74097914174996,0.0,zone_2,,,,
-14.0,-169.74097914174996,0.0,zone_2,,,,
14.0,-169.74097914174996,0.0,zone_2,,,,
42.0,-169.74097914174996,0.0,zone_2,,,,
70.0,-169.74097914174996,0.0,zone_2,,,,
98.0,-169.74097914174996,0.0,zone_2,,,,
126.0,-169.74097914174996,0.0,zone_2,,,,
154.0,-169.74097914174996,0.0,zone_2,,,,
182.0,-169.74097914174996,0.0,zone_2,,,,
210.0,-169.74097914174996,0.0,zone_2,,,,
238.0,-169.74097914174996,0.0,zone_1,,,,
266.0,-169.74097914174996,0.0,zone_1,,,,
294.0,-169.74097914174996,0.0,zone_1,,,,
322.0,-169.74097914174996,0.0,zone_1,,,,
350.0,-169.74097914174996,0.0,zone_1,,,,
-336.0,-145.4922678357857,0.0,zone_1,,,,
-308.0,-145.4922678357857,0.0,zone_1,,,,
-280.0,-145.4922678357857,0.0,zone_1,,,,
-252.0,-145.4922678357857,0.0,zone_1,,,,
-224.0,-145.4922678357857,0.0,zone_2,,,,
-196.0,-145.4922678357857,0.0,zone_2,,,,
-168.0,-145.4922678357857,0.0,zone_2,,,,
-140.0,-145.4922678357857,0.0,zone_2,,,,
-112.0,-145.4922678357857,0.0,zone_2,,,,
-84.0,-145.4922678357857,0.0,zone_2,,,,
-56.0,-145.4922678357857,0.0,zone_2,,,,
-28.0,-145.4922678357857,0.0,zone_2,,,,
0.0,-145.4922678357857,0.0,zone_2,,,,
28.0,-145.4922678357857,0.0,zone_2,,,,
56.0,-145.4922678357857,0.0,zone_2,,,,
84.0,-145.4922678357857,0.0,zone_2,,,,
112.0,-145.4922678357857,0.0,zone_2,,,,
140.0,-145.4922678357857,0.0,zone_2,,,,
168.0,-145.4922678357857,0.0,zone_2,,,,
196.0,-145.4922678357857,0.0,zone_2,,,,
224.0,-145.4922678357857,0.0,zone_2,,,,
252.0,-145.4922678357857,0.0,zone_1,,,,
280.0,-145.4922678357857,0.0,zone_1,,,,
308.0,-145.4922678357857,0.0,zone_1,,,,
336.0,-145.4922678357857,0.0,zone_1,,,,
-350.0,-121.2435565298214,0.0,zone_1,,,,
-322.0,-121.2435565298214,0.0,zone_1,,,,
-294.0,-121.2435565298214,0.0,zone_1,,,,
-266.0,-121.2435565298214,0.0,zone_1,,,,
-238.0,-121.2435565298214,0.0,zone_2,,,,
-210.0,-121.2435565298214,0.0,zone_2,,,,
-182.0,-121.2435565298214,0.0,zone_2,,,,
-154.0,-121.2435565298214,0.0,zone_2,,,,
-126.0,-121.2435565298214,0.0,zone_2,,,,
-98.0,-121.2435565298214,0.0,zone_2,,,,
-70.0,-121.2435565298214,0.0,zone_3,,,,
-42.0,-121.2435565298214,0.0,zone_3,,,,
-14.0,-121.2435565298214,0.0,zone_3,,,,
14.0,-121.2435565298214,0.0,zone_3,,,,
42.0,-121.2435565298214,0.0,zone_3,,,,
70.0,-121.2435565298214,0.0,zone_3,,,,
98.0,-121.2435565298214,0.0,zone_2,,,,
126.0,-121.2435565298214,0.0,zone_2,,,,
154.0,-121.2435565298214,0.0,zone_2,,,,
182.0,-121.2435565298214,0.0,zone_2,,,,
210.0,-121.2435565298214,0.0,zone_2,,,,
238.0,-121.2435565298214,0.0,zone_2,,,,
266.0,-121.2435565298214,0.0,zone_1,,,,
294.0,-121.2435565298214,0.0,zone_1,,,,
322.0,-121.2435565298214,0.0,zone_1,,,,
350.0,-121.2435565298214,0.0,zone_1,,,,
-364.0,-96.99484522385713,0.0,zone_1,,,,
-336.0,-96.99484522385713,0.0,zone_1,,,,
-308.0,-96.99484522385713,0.0,zone_1,,,,
-280.0,-96.99484522385713,0.0,zone_1,,,,
-252.0,-96.99484522385713,0.0,zone_2,,,,
-224.0,-96.99484522385713,0.0,zone_2,,,,
-196.0,-96.99484522385713,0.0,zone_2,,,,
-168.0,-96.99484522385713,0.0,zone_2,,,,
-140.0,-96.99484522385713,0.0,zone_2,,,,
-112.0,-96.99484522385713,0.0,zone_2,,,,
-84.0,-96.99484522385713,0.0,zone_3,,,,
-56.0,-96.99484522385713,0.0,zone_3,,,,
-28.0,-96.99484522385713,0.0,zone_3,,,,
0.0,-96.99484522385713,0.0,zone_3,,,,
28.0,-96.99484522385713,0.0,zone_3,,,,
56.0,-96.99484522385713,0.0,zone_3,,,,
84.0,-96.99484522385713,0.0,zone_3,,,,
112.0,-96.99484522385713,0.0,zone_2,,,,
140.0,-96.99484522385713,0.0,zone_2,,,,
168.0,-96.99484522385713,0.0,zone_2,,,,
196.0,-96.99484522385713,0.0,zone_2,,,,
224.0,-96.99484522385713,0.0,zone_2,,,,
252.0,-96.99484522385713,0.0,zone_2,,,,
280.0,-96.99484522385713,0.0,zone_1,,,,
308.0,-96.99484522385713,0.0,zone_1,,,,
336.0,-96.99484522385713,0.0,zone_1,,,,
364.0,-96.99484522385713,0.0,zone_1,,,,
-378.0,-72.74613391789285,0.0,zone_1,,,,
-350.0,-72.74613391789285,0.0,zone_1,,,,
-322.0,-72.74613391789285,0.0,zone_1,,,,
-294.0,-72.74613391789285,0.0,zone_1,,,,
-266.0,-72.74613391789285,0.0,zone_2,,,,
-238.0,-72.74613391789285,0.0,zone_2,,,,
-210.0,-72.74613391789285,0.0,zone_2,,,,
-182.0,-72.74613391789285,0.0,zone_2,,,,
-154.0,-72.74613391789285,0.0,zone_2,,,,
-126.0,-72.74613391789285,0.0,zone_2,,,,
-98.0,-72.74613391789285,0.0,zone_3,,,,
-70.0,-72.74613391789285,0.0,zone_3,,,,
-42.0,-72.74613391789285,0.0,zone_3,,,,
-14.0,-72.74613391789285,0.0,zone_3,,,,
14.0,-72.74613391789285,0.0,zone_3,,,,
42.0,-72.74613391789285,0.0,zone_3,,,,
70.0,-72.74613391789285,0.0,zone_3,,,,
98.0,-72.74613391789285,0.0,zone_3,,,,
126.0,-72.74613391789285,0.0,zone_2,,,,
154.0,-72.74613391789285,0.0,zone_2,,,,
182.0,-72.74613391789285,0.0,zone_2,,,,
210.0,-72.74613391789285,0.0,zone_2,,,,
238.0,-72.74613391789285,0.0,zone_2,,,,
266.0,-72.74613391789285,0.0,zone_2,,,,
294.0,-72.74613391789285,0.0,zone_1,,,,
322.0,-72.74613391789285,0.0,zone_1,,,,
350.0,-72.74613391789285,0.0,zone_1,,,,
378.0,-72.74613391789285,0.0,zone_1,,,,
-364.0,-48.49742261192856,0.0,zone_1,,,,
-336.0,-48.49742261192856,0.0,zone_1,,,,
-308.0,-48.49742261192856,0.0,zone_1,,,,
-280.0,-48.49742261192856,0.0,zone_2,,,,
-252.0,-48.49742261192856,0.0,zone_2,,,,
-224.0,-48.49742261192856,0.0,zone_2,,,,
-196.0,-48.49742261192856,0.0,zone_2,,,,
-168.0,-48.49742261192856,0.0,zone_2,,,,
-140.0,-48.49742261192856,0.0,zone_2,,,,
-112.0,-48.49742261192856,0.0,zone_3,,,,
-84.0,-48.49742261192856,0.0,zone_3,,,,
-56.0,-48.49742261192856,0.0,zone_3,,,,
-28.0,-48.49742261192856,0.0,zone_3,,,,
0.0,-48.49742261192856,0.0,zone_3,,,,
28.0,-48.49742261192856,0.0,zone_3,,,,
56.0,-48.49742261192856,0.0,zone_3,,,,
84.0,-48.49742261192856,0.0,zone_3,,,,
112.0,-48.49742261192856,0.0,zone_3,,,,
140.0,-48.49742261192856,0.0,zone_2,,,,
168.0,-48.49742261192856,0.0,zone_2,,,,
196.0,-48.49742261192856,0.0,zone_2,,,,
224.0,-48.49742261192856,0.0,zone_2,,,,
252.0,-48.49742261192856,0.0,zone_2,,,,
280.0,-48.49742261192856,0.0,zone_2,,,,
308.0,-48.49742261192856,0.0,zone_1,,,,
336.0,-48.49742261192856,0.0,zone_1,,,,
364.0,-48.49742261192856,0.0,zone_1,,,,
-378.0,-24.24871130596428,0.0,zone_1,,,,
-350.0,-24.24871130596428,0.0,zone_1,,,,
-322.0,-24.24871130596428,0.0,zone_1,,,,
-294.0,-24.24871130596428,0.0,zone_1,,,,
-266.0,-24.24871130596428,0.0,zone_2,,,,
-238.0,-24.24871130596428,0.0,zone_2,,,,
-210.0,-24.24871130596428,0.0,zone_2,,,,
-182.0,-24.24871130596428,0.0,zone_2,,,,
-154.0,-24.24871130596428,0.0,zone_2,,,,
-126.0,-24.24871130596428,0.0,zone_3,,,,
-98.0,-24.24871130596428,0.0,zone_3,,,,
-70.0,-24.24871130596428,0.0,zone_3,,,,
-42.0,-24.24871130596428,0.0,zone_3,,,,
-14.0,-24.24871130596428,0.0,zone_3,,,,
14.0,-24.24871130596428,0.0,zone_3,,,,
42.0,-24.24871130596428,0.0,zone_3,,,,
70.0,-24.24871130596428,0.0,zone_3,,,,
98.0,-24.24871130596428,0.0,zone_3,,,,
126.0,-24.24871130596428,0.0,zone_3,,,,
154.0,-24.24871130596428,0.0,zone_2,,,,
182.0,-24.24871130596428,0.0,zone_2,,,,
210.0,-24.24871130596428,0.0,zone_2,,,,
238.0,-24.24871130596428,0.0,zone_2,,,,
266.0,-24.24871130596428,0.0,zone_2,,,,
294.0,-24.24871130596428,0.0,zone_1,,,,
322.0,-24.24871130596428,0.0,zone_1,,,,
350.0,-24.24871130596428,0.0,zone_1,,,,
378.0,-24.24871130596428,0.0,zone_1,,,,
-364.0,0.0,0.0,zone_1,,,,
-336.0,0.0,0.0,zone_1,,,,
-308.0,0.0,0.0,zone_1,,,,
-280.0,0.0,0.0,zone_2,,,,
-252.0,0.0,0.0,zone_2,,,,
-224.0,0.0,0.0,zone_2,,,,
-196.0,0.0,0.0,zone_2,,,,
-168.0,0.0,0.0,zone_2,,,,
-140.0,0.0,0.0,zone_3,,,,
-112.0,0.0,0.0,zone_3,,,,
-84.0,0.0,0.0,zone_3,,,,
-56.0,0.0,0.0,zone_3,,,,
-28.0,0.0,0.0,zone_3,,,,
0.0,0.0,0.0,zone_3,,,,
28.0,0.0,0.0,zone_3,,,,
56.0,0.0,0.0,zone_3,,,,
84.0,0.0,0.0,zone_3,,,,
112.0,0.0,0.0,zone_3,,,,
140.0,0.0,0.0,zone_3,,,,
168.0,0.0,0.0,zone_2,,,,
196.0,0.0,0.0,zone_2,,,,
224.0,0.0,0.0,zone_2,,,,
252.0,0.0,0.0,zone_2,,,,
280.0,0.0,0.0,zone_2,,,,
308.0,0.0,0.0,zone_1,,,,
336.0,0.0,0.0,zone_1,,,,
364.0,0.0,0.0,zone_1,,,,
-378.0,24.24871130596428,0.0,zone_1,,,,
-350.0,24.24871130596428,0.0,zone_1,,,,
-322.0,24.24871130596428,0.0,zone_1,,,,
-294.0,24.24871130596428,0.0,zone_1,,,,
-266.0,24.24871130596428,0.0,zone_2,,,,
-238.0,24.24871130596428,0.0,zone_2,,,,
-210.0,24.24871130596428,0.0,zone_2,,,,
-182.0,24.24871130596428,0.0,zone_2,,,,
-154.0,24.24871130596428,0.0,zone_2,,,,
-126.0,24.24871130596428,0.0,zone_3,,,,
-98.0,24.24871130596428,0.0,zone_3,,,,
-70.0,24.24871130596428,0.0,zone_3,,,,
-42.0,24.24871130596428,0.0,zone_3,,,,
-14.0,24.24871130596428,0.0,zone_3,,,,
14.0,24.24871130596428,0.0,zone_3,,,,
42.0,24.24871130596428,0.0,zone_3,,,,
70.0,24.24871130596428,0.0,zone_3,,,,
98.0,24.24871130596428,0.0,zone_3,,,,
126.0,24.24871130596428,0.0,zone_3,,,,
154.0,24.24871130596428,0.0,zone_2,,,,
182.0,24.24871130596428,0.0,zone_2,,,,
210.0,24.24871130596428,0.0,zone_2,,,,
238.0,24.24871130596428,0.0,zone_2,,,,
266.0,24.24871130596428,0.0,zone_2,,,,
294.0,24.24871130596428,0.0,zone_1,,,,
322.0,24.24871130596428,0.0,zone_1,,,,
350.0,24.24871130596428,0.0,zone_1,,,,
378.0,24.24871130596428,0.0,zone_1,,,,
-364.0,48.49742261192856,0.0,zone_1,,,,
-336.0,48.49742261192856,0.0,zone_1,,,,
-308.0,48.49742261192856,0.0,zone_1,,,,
-280.0,48.49742261192856,0.0,zone_2,,,,
-252.0,48.49742261192856,0.0,zone_2,,,,
-224.0,48.49742261192856,0.0,zone_2,,,,
-196.0,48.49742261192856,0.0,zone_2,,,,
-168.0,48.49742261192856,0.0,zone_2,,,,
-140.0,48.49742261192856,0.0,zone_2,,,,
-112.0,48.49742261192856,0.0,zone_3,,,,
-84.0,48.49742261192856,0.0,zone_3,,,,
-56.0,48.49742261192856,0.0,zone_3,,,,
-28.0,48.49742261192856,0.0,zone_3,,,,
0.0,48.49742261192856,0.0,zone_3,,,,
28.0,48.49742261192856,0.0,zone_3,,,,
56.0,48.49742261192856,0.0,zone_3,,,,
84.0,48.49742261192856,0.0,zone_3,,,,
112.0,48.49742261192856,0.0,zone_3,,,,
140.0,48.49742261192856,0.0,zone_2,,,,
168.0,48.49742261192856,0.0,zone_2,,,,
196.0,48.49742261192856,0.0,zone_2,,,,
224.0,48.49742261192856,0.0,zone_2,,,,
252.0,48.49742261192856,0.0,zone_2,,,,
280.0,48.49742261192856,0.0,zone_2,,,,
308.0,48.49742261192856,0.0,zone_1,,,,
336.0,48.49742261192856,0.0,zone_1,,,,
364.0,48.49742261192856,0.0,zone_1,,,,
-378.0,72.74613391789285,0.0,zone_1,,,,
-350.0,72.74613391789285,0.0,zone_1,,,,
-322.0,72.74613391789285,0.0,zone_1,,,,
-294.0,72.74613391789285,0.0,zone_1,,,,
-266.0,72.74613391789285,0.0,zone_2,,,,
-238.0,72.74613391789285,0.0,zone_2,,,,
-210.0,72.74613391789285,0.0,zone_2,,,,
-182.0,72.74613391789285,0.0,zone_2,,,,
-154.0,72.74613391789285,0.0,zone_2,,,,
-126.0,72.74613391789285,0.0,zone_2,,,,
-98.0,72.74613391789285,0.0,zone_3,,,,
-70.0,72.74613391789285,0.0,zone_3,,,,
-42.0,72.74613391789285,0.0,zone_3,,,,
-14.0,72.74613391789285,0.0,zone_3,,,,
14.0,72.74613391789285,0.0,zone_3,,,,
42.0,72.74613391789285,0.0,zone_3,,,,
70.0,72.74613391789285,0.0,zone_3,,,,
98.0,72.74613391789285,0.0,zone_3,,,,
126.0,72.74613391789285,0.0,zone_2,,,,
154.0,72.74613391789285,0.0,zone_2,,,,
182.0,72.74613391789285,0.0,zone_2,,,,
210.0,72.74613391789285,0.0,zone_2,,,,
238.0,72.74613391789285,0.0,zone_2,,,,
266.0,72.74613391789285,0.0,zone_2,,,,
294.0,72.74613391789285,0.0,zone_1,,,,
322.0,72.74613391789285,0.0,zone_1,,,,
350.0,72.74613391789285,0.0,zone_1,,,,
378.0,72.74613391789285,0.0,zone_1,,,,
-364.0,96.99484522385713,0.0,zone_1,,,,
-336.0,96.99484522385713,0.0,zone_1,,,,
-308.0,96.99484522385713,0.0,zone_1,,,,
-280.0,96.99484522385713,0.0,zone_1,,,,
-252.0,96.99484522385713,0.0,zone_2,,,,
-224.0,96.99484522385713,0.0,zone_2,,,,
-196.0,96.99484522385713,0.0,zone_2,,,,
-168.0,96.99484522385713,0.0,zone_2,,,,
-140.0,96.99484522385713,0.0,zone_2,,,,
-112.0,96.99484522385713,0.0,zone_2,,,,
-84.0,96.99484522385713,0.0,zone_3,,,,
-56.0,96.99484522385713,0.0,zone_3,,,,
-28.0,96.99484522385713,0.0,zone_3,,,,
0.0,96.99484522385713,0.0,zone_3,,,,
28.0,96.99484522385713,0.0,zone_3,,,,
56.0,96.99484522385713,0.0,zone_3,,,,
84.0,96.99484522385713,0.0,zone_3,,,,
112.0,96.99484522385713,0.0,zone_2,,,,
140.0,96.99484522385713,0.0,zone_2,,,,
168.0,96.99484522385713,0.0,zone_2,,,,
196.0,96.99484522385713,0.0,zone_2,,,,
224.0,96.99484522385713,0.0,zone_2,,,,
252.0,96.99484522385713,0.0,zone_2,,,,
280.0,96.99484522385713,0.0,zone_1,,,,
308.0,96.99484522385713,0.0,zone_1,,,,
336.0,96.99484522385713,0.0,zone_1,,,,
364.0,96.99484522385713,0.0,zone_1,,,,
-350.0,121.2435565298214,0.0,zone_1,,,,
-322.0,121.2435565298214,0.0,zone_1,,,,
-294.0,121.2435565298214,0.0,zone_1,,,,
-266.0,121.2435565298214,0.0,zone_1,,,,
-238.0,121.2435565298214,0.0,zone_2,,,,
-210.0,121.2435565298214,0.0,zone_2,,,,
-182.0,121.2435565298214,0.0,zone_2,,,,
-154.0,121.2435565298214,0.0,zone_2,,,,
-126.0,121.2435565298214,0.0,zone_2,,,,
-98.0,121.2435565298214,0.0,zone_2,,,,
-70.0,121.2435565298214,0.0,zone_3,,,,
-42.0,121.2435565298214,0.0,zone_3,,,,
-14.0,121.2435565298214,0.0,zone_3,,,,
14.0,121.2435565298214,0.0,zone_3,,,,
42.0,121.2435565298214,0.0,zone_3,,,,
70.0,121.2435565298214,0.0,zone_3,,,,
98.0,121.2435565298214,0.0,zone_2,,,,
126.0,121.2435565298214,0.0,zone_2,,,,
154.0,121.2435565298214,0.0,zone_2,,,,
182.0,121.2435565298214,0.0,zone_2,,,,
210.0,121.2435565298214,0.0,zone_2,,,,
238.0,121.2435565298214,0.0,zone_2,,,,
266.0,121.2435565298214,0.0,zone_1,,,,
294.0,121.2435565298214,0.0,zone_1,,,,
322.0,121.2435565298214,0.0,zone_1,,,,
350.0,121.2435565298214,0.0,zone_1,,,,
-336.0,145.4922678357857,0.0,zone_1,,,,
-308.0,145.4922678357857,0.0,zone_1,,,,
-280.0,145.4922678357857,0.0,zone_1,,,,
-252.0,145.4922678357857,0.0,zone_1,,,,
-224.0,145.4922678357857,0.0,zone_2,,,,
-196.0,145.4922678357857,0.0,zone_2,,,,
-168.0,145.4922678357857,0.0,zone_2,,,,
-140.0,145.4922678357857,0.0,zone_2,,,,
-112.0,145.4922678357857,0.0,zone_2,,,,
-84.0,145.4922678357857,0.0,zone_2,,,,
-56.0,145.4922678357857,0.0,zone_2,,,,
-28.0,145.4922678357857,0.0,zone_2,,,,
0.0,145.4922678357857,0.0,zone_2,,,,
28.0,145.4922678357857,0.0,zone_2,,,,
56.0,145.4922678357857,0.0,zone_2,,,,
84.0,145.4922678357857,0.0,zone_2,,,,
112.0,145.4922678357857,0.0,zone_2,,,,
140.0,145.4922678357857,0.0,zone_2,,,,
168.0,145.4922678357857,0.0,zone_2,,,,
196.0,145.4922678357857,0.0,zone_2,,,,
224.0,145.4922678357857,0.0,zone_2,,,,
252.0,145.4922678357857,0.0,zone_1,,,,
280.0,145.4922678357857,0.0,zone_1,,,,
308.0,145.4922678357857,0.0,zone_1,,,,
336.0,145.4922678357857,0.0,zone_1,,,,
-350.0,169.74097914174996,0.0,zone_1,,,,
-322.0,169.74097914174996,0.0,zone_1,,,,
-294.0,169.74097914174996,0.0,zone_1,,,,
-266.0,169.74097914174996,0.0,zone_1,,,,
-238.0,169.74097914174996,0.0,zone_1,,,,
-210.0,169.74097914174996,0.0,zone_2,,,,
-182.0,169.74097914174996,0.0,zone_2,,,,
-154.0,169.74097914174996,0.0,zone_2,,,,
-126.0,169.74097914174996,0.0,zone_2,,,,
-98.0,169.74097914174996,0.0,zone_2,,,,
-70.0,169.74097914174996,0.0,zone_2,,,,
